ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,gdp_netherlands,gdp_netherlands_lower,gdp_netherlands_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,price,price_lower,price_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2011-01-01,1841156.2432257594,1333728.1102066156,2172414.0222982354,1841156.2432257594,1841156.2432257594,-0.04913945105425221,-0.04913945105425221,-0.04913945105425221,0.0029799482931223095,0.0029799482931223095,0.0029799482931223095,-0.04913945105425221,-0.04913945105425221,-0.04913945105425221,-0.052119399347374515,-0.052119399347374515,-0.052119399347374515,0.0,0.0,0.0,1750682.8361285364
2012-01-01,1758875.7152081598,1164555.3439232453,2000083.3661490208,1758875.7152081598,1758875.7152081598,-0.11249311378279343,-0.11249311378279343,-0.11249311378279343,0.0023240984640486998,0.0023240984640486998,0.0023240984640486998,-0.11249311378279343,-0.11249311378279343,-0.11249311378279343,-0.11481721224684213,-0.11481721224684213,-0.11481721224684213,0.0,0.0,0.0,1561014.309247456
2013-01-01,1676369.759714725,1052971.7471858026,1876867.1725181309,1676369.759714725,1676369.759714725,-0.11522392285577422,-0.11522392285577422,-0.11522392285577422,0.0022591693309702487,0.0022591693309702487,0.0022591693309702487,-0.11522392285577422,-0.11522392285577422,-0.11522392285577422,-0.11748309218674446,-0.11748309218674446,-0.11748309218674446,0.0,0.0,0.0,1483211.8598436026
2014-01-01,1594089.230329195,993894.5817327976,1855407.1106126697,1594089.230329195,1594089.230329195,-0.10745427709796329,-0.10745427709796329,-0.10745427709796329,0.0031672681862036575,0.0031672681862036575,0.0031672681862036575,-0.10745427709796329,-0.10745427709796329,-0.10745427709796329,-0.11062154528416694,-0.11062154528416694,-0.11062154528416694,0.0,0.0,0.0,1422797.5244545226
2015-01-01,1511808.7002621817,1053956.5996561851,1890657.6221310631,1511808.7002621817,1511808.7002621817,-0.030280061452707042,-0.030280061452707042,-0.030280061452707042,0.004482714242212755,0.004482714242212755,0.004482714242212755,-0.030280061452707042,-0.030280061452707042,-0.030280061452707042,-0.0347627756949198,-0.0347627756949198,-0.0347627756949198,0.0,0.0,0.0,1466031.0399135058
2016-01-01,1429528.170195168,967262.6435516007,1837337.7193239238,1429528.170195168,1429528.170195168,-0.027108127487393354,-0.027108127487393354,-0.027108127487393354,0.005958644717055099,0.005958644717055099,0.005958644717055099,-0.027108127487393354,-0.027108127487393354,-0.027108127487393354,-0.03306677220444845,-0.03306677220444845,-0.03306677220444845,0.0,0.0,0.0,1390776.338310697
2017-01-01,1347022.2140183817,867001.53418181,1751299.6797315686,1347022.2140183817,1347022.2140183817,-0.02408795719994797,-0.02408795719994797,-0.02408795719994797,0.00794699141766345,0.00794699141766345,0.00794699141766345,-0.02408795719994797,-0.02408795719994797,-0.02408795719994797,-0.03203494861761142,-0.03203494861761142,-0.03203494861761142,0.0,0.0,0.0,1314575.2005797278
2018-01-01,1264741.6839513688,779076.1854440691,1612428.6840003263,1264741.6839513688,1264741.6839513688,-0.03865362367617253,-0.03865362367617253,-0.03865362367617253,0.009781344094493253,0.009781344094493253,0.009781344094493253,-0.03865362367617253,-0.03865362367617253,-0.03865362367617253,-0.048434967770665784,-0.048434967770665784,-0.048434967770665784,0.0,0.0,0.0,1215854.834852344
2019-01-01,1182461.153884355,741301.7546774836,1569271.9757857837,1182461.153884355,1182461.153884355,-0.011619354940473892,-0.011619354940473892,-0.011619354940473892,0.011084298911251091,0.011084298911251091,0.011084298911251091,-0.011619354940473892,-0.011619354940473892,-0.011619354940473892,-0.022703653851724983,-0.022703653851724983,-0.022703653851724983,0.0,0.0,0.0,1168721.7180340502
2020-01-01,1100180.6238173416,690300.7670896278,1483269.006866683,1063521.472847886,1128441.4217144551,-0.012650517370107528,-0.012650517370107528,-0.012650517370107528,0.0055575988968377095,0.0055575988968377095,0.0055575988968377095,-0.012650517370107528,-0.012650517370107528,-0.012650517370107528,-0.018208116266945237,-0.018208116266945237,-0.018208116266945237,0.0,0.0,0.0,1086262.7697254848
2021-01-01,1017674.6676405559,557473.0173832041,1413169.9466158322,913767.4123921165,1098611.0505689215,-0.01577753187462189,-0.01577753187462189,-0.01577753187462189,0.007602477902170644,0.007602477902170644,0.007602477902170644,-0.01577753187462189,-0.01577753187462189,-0.01577753187462189,-0.023380009776792533,-0.023380009776792533,-0.023380009776792533,0.0,0.0,0.0,1001618.2731338617
2022-01-01,935394.1375735418,446823.1617379789,1363056.6005926593,756743.3932431741,1095554.8380475852,-0.02015962162726699,-0.02015962162726699,-0.02015962162726699,0.00851517556488424,0.00851517556488424,0.00851517556488424,-0.02015962162726699,-0.02015962162726699,-0.02015962162726699,-0.02867479719215123,-0.02867479719215123,-0.02867479719215123,0.0,0.0,0.0,916536.9456876955
2023-01-01,853113.6075065285,301363.37044128287,1289194.6727371952,589465.5986547191,1101082.2371742043,-0.024513419985508184,-0.024513419985508184,-0.024513419985508184,0.009581978717571443,0.009581978717571443,0.009581978717571443,-0.024513419985508184,-0.024513419985508184,-0.024513419985508184,-0.03409539870307963,-0.03409539870307963,-0.03409539870307963,0.0,0.0,0.0,832200.875350369
2024-01-01,770833.0774395152,227384.1846315227,1279013.124382204,429191.71417878056,1124152.4557114237,-0.02890783295795614,-0.02890783295795614,-0.02890783295795614,0.010736970930880543,0.010736970930880543,0.010736970930880543,-0.02890783295795614,-0.02890783295795614,-0.02890783295795614,-0.039644803888836684,-0.039644803888836684,-0.039644803888836684,0.0,0.0,0.0,748549.9635984263
2025-01-01,688327.1212627293,15767.231766309087,1228794.7915820132,219933.51191267036,1133027.2150027563,-0.03330561733878459,-0.03330561733878459,-0.03330561733878459,0.012020456027920491,0.012020456027920491,0.012020456027920491,-0.03330561733878459,-0.03330561733878459,-0.03330561733878459,-0.045326073366705084,-0.045326073366705084,-0.045326073366705084,0.0,0.0,0.0,665401.9615580457
2026-01-01,606046.5911957156,-144379.2953568248,1260007.6947347245,12469.295405591081,1157835.9201745451,-0.03803929528572526,-0.03803929528572526,-0.03803929528572526,0.01338610250667238,0.01338610250667238,0.01338610250667238,-0.03803929528572526,-0.03803929528572526,-0.03803929528572526,-0.05142539779239764,-0.05142539779239764,-0.05142539779239764,0.0,0.0,0.0,582993.0059563145
2027-01-01,523766.0611287023,-208706.92043398,1281028.2702543144,-188371.20780886372,1196201.9937506295,-0.04269478810611997,-0.04269478810611997,-0.04269478810611997,0.014829934111970223,0.014829934111970223,0.014829934111970223,-0.04269478810611997,-0.04269478810611997,-0.04269478810611997,-0.05752472221809019,-0.05752472221809019,-0.05752472221809019,0.0,0.0,0.0,501403.9801316353
2028-01-01,441485.53106168896,-532568.2441545915,1379057.455910279,-387552.52545216674,1241391.944905383,-0.047284130641651004,-0.047284130641651004,-0.047284130641651004,0.016339916002131794,0.016339916002131794,0.016339916002131794,-0.047284130641651004,-0.047284130641651004,-0.047284130641651004,-0.0636240466437828,-0.0636240466437828,-0.0636240466437828,0.0,0.0,0.0,420610.2715345694
2029-01-01,358979.57488490274,-663538.1871952469,1364930.6580307824,-597267.6651819148,1296243.176088216,-0.05184402853032258,-0.05184402853032258,-0.05184402853032258,0.017879342539151286,0.017879342539151286,0.017879342539151286,-0.05184402853032258,-0.05184402853032258,-0.05184402853032258,-0.06972337106947386,-0.06972337106947386,-0.06972337106947386,0.0,0.0,0.0,340368.6275627668
2030-01-01,276699.0448178894,-930882.9728459944,1381477.918803722,-847337.6732900376,1347395.2239108984,-0.05637390760152357,-0.05637390760152357,-0.05637390760152357,0.01944878789364285,0.01944878789364285,0.01944878789364285,-0.05637390760152357,-0.05637390760152357,-0.05637390760152357,-0.07582269549516642,-0.07582269549516642,-0.07582269549516642,0.0,0.0,0.0,261100.43843189586
